label,i,j,relative_distance,stage,prior_weight
pairwise_delta_difference,1,37,0.710449624206766,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,38,0.7316149502000032,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,39,0.36237716238245893,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,40,0.18406359126180222,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,41,0.2822625584932865,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,42,0.3908888551933056,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,43,0.474950120217642,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,44,0.5394711643772864,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,45,0.5908498729949601,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,46,0.6335181286155338,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,47,0.6657038614862811,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,48,0.6938009605533041,01_spatial_tv_prior_init,0.05
